,iter,geneset,stratified,model,test accuracy,test balanced accuracy,Test_ROC
0,0,LINCS,False,Poly_SVC,0.7227722772277227,0.5,-1
1,1,LINCS,False,Poly_SVC,0.7128712871287128,0.5,-1
2,2,LINCS,False,Poly_SVC,0.2079207920792079,0.5,-1
3,3,LINCS,False,Poly_SVC,0.21782178217821782,0.5,-1
4,4,LINCS,False,Poly_SVC,0.693069306930693,0.5,-1
5,5,LINCS,False,Poly_SVC,0.6039603960396039,0.5108225108225108,-1
6,6,LINCS,False,Poly_SVC,0.7227722772277227,0.5,-1
7,7,LINCS,False,Poly_SVC,0.7524752475247525,0.5,-1
8,8,LINCS,False,Poly_SVC,0.7326732673267327,0.5,-1
9,9,LINCS,False,Poly_SVC,0.7227722772277227,0.5,-1
10,10,LINCS,False,Poly_SVC,0.7227722772277227,0.5,-1
11,11,LINCS,False,Poly_SVC,0.7128712871287128,0.5,-1
12,12,LINCS,False,Poly_SVC,0.7227722772277227,0.5,-1
13,13,LINCS,False,Poly_SVC,0.7029702970297029,0.5,-1
14,14,LINCS,False,Poly_SVC,0.22772277227722773,0.5,-1
15,15,LINCS,False,Poly_SVC,0.2079207920792079,0.5,-1
16,16,LINCS,False,Poly_SVC,0.8217821782178217,0.5,-1
17,17,LINCS,False,Poly_SVC,0.21782178217821782,0.5,-1
18,18,LINCS,False,Poly_SVC,0.6039603960396039,0.48162393162393163,-1
19,19,LINCS,False,Poly_SVC,0.693069306930693,0.5,-1
20,20,LINCS,False,Poly_SVC,0.7623762376237624,0.5,-1
21,21,LINCS,False,Poly_SVC,0.7524752475247525,0.5,-1
22,22,LINCS,False,Poly_SVC,0.2079207920792079,0.5,-1
23,23,LINCS,False,Poly_SVC,0.7128712871287128,0.5,-1
24,24,LINCS,False,Poly_SVC,0.7524752475247525,0.5,-1
25,25,LINCS,False,Poly_SVC,0.6831683168316832,0.4859154929577465,-1
26,26,LINCS,False,Poly_SVC,0.7623762376237624,0.5,-1
27,27,LINCS,False,Poly_SVC,0.7128712871287128,0.5,-1
28,28,LINCS,False,Poly_SVC,0.31683168316831684,0.5,-1
29,29,LINCS,False,Poly_SVC,0.7425742574257426,0.5,-1
30,30,LINCS,False,Poly_SVC,0.7524752475247525,0.5,-1
31,31,LINCS,False,Poly_SVC,0.7425742574257426,0.5,-1
32,32,LINCS,False,Poly_SVC,0.22772277227722773,0.5,-1
33,33,LINCS,False,Poly_SVC,0.693069306930693,0.5,-1
34,34,LINCS,False,Poly_SVC,0.33663366336633666,0.5,-1
35,35,LINCS,False,Poly_SVC,0.7821782178217822,0.5,-1
36,36,LINCS,False,Poly_SVC,0.31683168316831684,0.5,-1
37,37,LINCS,False,Poly_SVC,0.8217821782178217,0.5,-1
38,38,LINCS,False,Poly_SVC,0.7425742574257426,0.5,-1
39,39,LINCS,False,Poly_SVC,0.693069306930693,0.5,-1
40,40,LINCS,False,Poly_SVC,0.7920792079207921,0.5,-1
41,41,LINCS,False,Poly_SVC,0.22772277227722773,0.5,-1
42,42,LINCS,False,Poly_SVC,0.7029702970297029,0.5,-1
43,43,LINCS,False,Poly_SVC,0.7623762376237624,0.5,-1
44,44,LINCS,False,Poly_SVC,0.7821782178217822,0.5,-1
45,45,LINCS,False,Poly_SVC,0.7326732673267327,0.49333333333333335,-1
46,46,LINCS,False,Poly_SVC,0.31683168316831684,0.5,-1
47,47,LINCS,False,Poly_SVC,0.693069306930693,0.5,-1
48,48,LINCS,False,Poly_SVC,0.7029702970297029,0.5,-1
49,49,LINCS,False,Poly_SVC,0.7425742574257426,0.5,-1
50,50,LINCS,False,Poly_SVC,0.21782178217821782,0.5,-1
51,51,LINCS,False,Poly_SVC,0.7029702970297029,0.5,-1
52,52,LINCS,False,Poly_SVC,0.6831683168316832,0.48361056751467707,-1
53,53,LINCS,False,Poly_SVC,0.7326732673267327,0.5,-1
54,54,LINCS,False,Poly_SVC,0.7227722772277227,0.5,-1
55,55,LINCS,False,Poly_SVC,0.31683168316831684,0.5,-1
56,56,LINCS,False,Poly_SVC,0.7128712871287128,0.5,-1
57,57,LINCS,False,Poly_SVC,0.7425742574257426,0.5,-1
58,58,LINCS,False,Poly_SVC,0.7524752475247525,0.5,-1
59,59,LINCS,False,Poly_SVC,0.31683168316831684,0.5,-1
60,60,LINCS,False,Poly_SVC,0.6633663366336634,0.4404487917146145,-1
61,61,LINCS,False,Poly_SVC,0.22772277227722773,0.5,-1
62,62,LINCS,False,Poly_SVC,0.7524752475247525,0.5,-1
63,63,LINCS,False,Poly_SVC,0.26732673267326734,0.5,-1
64,64,LINCS,False,Poly_SVC,0.7227722772277227,0.5,-1
65,65,LINCS,False,Poly_SVC,0.7425742574257426,0.5,-1
66,66,LINCS,False,Poly_SVC,0.7524752475247525,0.5,-1
67,67,LINCS,False,Poly_SVC,0.8217821782178217,0.5,-1
68,68,LINCS,False,Poly_SVC,0.7623762376237624,0.5,-1
69,69,LINCS,False,Poly_SVC,0.7425742574257426,0.5,-1
70,70,LINCS,False,Poly_SVC,0.7128712871287128,0.5,-1
71,71,LINCS,False,Poly_SVC,0.7227722772277227,0.5,-1
72,72,LINCS,False,Poly_SVC,0.7326732673267327,0.5,-1
73,73,LINCS,False,Poly_SVC,0.7227722772277227,0.5,-1
74,74,LINCS,False,Poly_SVC,0.22772277227722773,0.5,-1
75,75,LINCS,False,Poly_SVC,0.7623762376237624,0.5,-1
76,76,LINCS,False,Poly_SVC,0.7425742574257426,0.5,-1
77,77,LINCS,False,Poly_SVC,0.7524752475247525,0.5,-1
78,78,LINCS,False,Poly_SVC,0.7128712871287128,0.47368421052631576,-1
79,79,LINCS,False,Poly_SVC,0.7227722772277227,0.49324324324324326,-1
80,80,LINCS,False,Poly_SVC,0.7227722772277227,0.49324324324324326,-1
81,81,LINCS,False,Poly_SVC,0.801980198019802,0.5,-1
82,82,LINCS,False,Poly_SVC,0.693069306930693,0.5,-1
83,83,LINCS,False,Poly_SVC,0.7227722772277227,0.5,-1
84,84,LINCS,False,Poly_SVC,0.7623762376237624,0.5,-1
85,85,LINCS,False,Poly_SVC,0.7029702970297029,0.5,-1
86,86,LINCS,False,Poly_SVC,0.7029702970297029,0.5,-1
87,87,LINCS,False,Poly_SVC,0.33663366336633666,0.5,-1
88,88,LINCS,False,Poly_SVC,0.693069306930693,0.5,-1
89,89,LINCS,False,Poly_SVC,0.6732673267326733,0.5,-1
90,90,LINCS,False,Poly_SVC,0.7326732673267327,0.5,-1
91,91,LINCS,False,Poly_SVC,0.7623762376237624,0.5,-1
92,92,LINCS,False,Poly_SVC,0.7029702970297029,0.5,-1
93,93,LINCS,False,Poly_SVC,0.7128712871287128,0.5,-1
94,94,LINCS,False,Poly_SVC,0.7128712871287128,0.46153846153846156,-1
95,95,LINCS,False,Poly_SVC,0.7524752475247525,0.5,-1
96,96,LINCS,False,Poly_SVC,0.7326732673267327,0.5,-1
97,97,LINCS,False,Poly_SVC,0.7425742574257426,0.5,-1
98,98,LINCS,False,Poly_SVC,0.6732673267326733,0.5,-1
99,99,LINCS,False,Poly_SVC,0.7425742574257426,0.5,-1
100,0,COSMIC,False,Poly_SVC,0.7623762376237624,0.5,-1
101,1,COSMIC,False,Poly_SVC,0.7128712871287128,0.5,-1
102,2,COSMIC,False,Poly_SVC,0.21782178217821782,0.5,-1
103,3,COSMIC,False,Poly_SVC,0.693069306930693,0.5,-1
104,4,COSMIC,False,Poly_SVC,0.7326732673267327,0.5,-1
105,5,COSMIC,False,Poly_SVC,0.7029702970297029,0.5,-1
106,6,COSMIC,False,Poly_SVC,0.22772277227722773,0.5,-1
107,7,COSMIC,False,Poly_SVC,0.7425742574257426,0.5,-1
108,8,COSMIC,False,Poly_SVC,0.31683168316831684,0.5,-1
109,9,COSMIC,False,Poly_SVC,0.7524752475247525,0.5,-1
110,10,COSMIC,False,Poly_SVC,0.7326732673267327,0.5,-1
111,11,COSMIC,False,Poly_SVC,0.7425742574257426,0.5,-1
112,12,COSMIC,False,Poly_SVC,0.7623762376237624,0.5,-1
113,13,COSMIC,False,Poly_SVC,0.21782178217821782,0.5,-1
114,14,COSMIC,False,Poly_SVC,0.31683168316831684,0.5,-1
115,15,COSMIC,False,Poly_SVC,0.7029702970297029,0.5,-1
116,16,COSMIC,False,Poly_SVC,0.7623762376237624,0.5,-1
117,17,COSMIC,False,Poly_SVC,0.7524752475247525,0.5,-1
118,18,COSMIC,False,Poly_SVC,0.693069306930693,0.5,-1
119,19,COSMIC,False,Poly_SVC,0.7920792079207921,0.5,-1
120,20,COSMIC,False,Poly_SVC,0.7524752475247525,0.5,-1
121,21,COSMIC,False,Poly_SVC,0.22772277227722773,0.5,-1
122,22,COSMIC,False,Poly_SVC,0.7326732673267327,0.49333333333333335,-1
123,23,COSMIC,False,Poly_SVC,0.7227722772277227,0.48026315789473684,-1
124,24,COSMIC,False,Poly_SVC,0.7425742574257426,0.5,-1
125,25,COSMIC,False,Poly_SVC,0.22772277227722773,0.5,-1
126,26,COSMIC,False,Poly_SVC,0.31683168316831684,0.5,-1
127,27,COSMIC,False,Poly_SVC,0.6534653465346535,0.4782608695652174,-1
128,28,COSMIC,False,Poly_SVC,0.7524752475247525,0.5,-1
129,29,COSMIC,False,Poly_SVC,0.7128712871287128,0.5,-1
130,30,COSMIC,False,Poly_SVC,0.7425742574257426,0.5,-1
131,31,COSMIC,False,Poly_SVC,0.7128712871287128,0.5,-1
132,32,COSMIC,False,Poly_SVC,0.7227722772277227,0.5,-1
133,33,COSMIC,False,Poly_SVC,0.6534653465346535,0.45770770770770774,-1
134,34,COSMIC,False,Poly_SVC,0.7623762376237624,0.5,-1
135,35,COSMIC,False,Poly_SVC,0.7128712871287128,0.5,-1
136,36,COSMIC,False,Poly_SVC,0.7326732673267327,0.4625,-1
137,37,COSMIC,False,Poly_SVC,0.2079207920792079,0.5,-1
138,38,COSMIC,False,Poly_SVC,0.7425742574257426,0.5,-1
139,39,COSMIC,False,Poly_SVC,0.7425742574257426,0.4807692307692308,-1
140,40,COSMIC,False,Poly_SVC,0.7227722772277227,0.5,-1
141,41,COSMIC,False,Poly_SVC,0.7029702970297029,0.5,-1
142,42,COSMIC,False,Poly_SVC,0.22772277227722773,0.5,-1
143,43,COSMIC,False,Poly_SVC,0.7227722772277227,0.46944444444444444,-1
144,44,COSMIC,False,Poly_SVC,0.7227722772277227,0.5,-1
145,45,COSMIC,False,Poly_SVC,0.7524752475247525,0.5,-1
146,46,COSMIC,False,Poly_SVC,0.22772277227722773,0.5,-1
147,47,COSMIC,False,Poly_SVC,0.7425742574257426,0.5,-1
148,48,COSMIC,False,Poly_SVC,0.8118811881188119,0.5,-1
149,49,COSMIC,False,Poly_SVC,0.7623762376237624,0.5,-1
150,50,COSMIC,False,Poly_SVC,0.7326732673267327,0.5,-1
151,51,COSMIC,False,Poly_SVC,0.7029702970297029,0.5,-1
152,52,COSMIC,False,Poly_SVC,0.7524752475247525,0.5,-1
153,53,COSMIC,False,Poly_SVC,0.2079207920792079,0.5,-1
154,54,COSMIC,False,Poly_SVC,0.7623762376237624,0.5,-1
155,55,COSMIC,False,Poly_SVC,0.6732673267326733,0.4876315789473684,-1
156,56,COSMIC,False,Poly_SVC,0.21782178217821782,0.5,-1
157,57,COSMIC,False,Poly_SVC,0.7227722772277227,0.5,-1
158,58,COSMIC,False,Poly_SVC,0.21782178217821782,0.5,-1
159,59,COSMIC,False,Poly_SVC,0.801980198019802,0.5,-1
160,60,COSMIC,False,Poly_SVC,0.2079207920792079,0.5,-1
161,61,COSMIC,False,Poly_SVC,0.2079207920792079,0.5,-1
