,iter,geneset,stratified,model,test accuracy,test balanced accuracy,Test_ROC
0,0,LINCS,False,RandomForest,0.786,0.515,0.597
1,1,LINCS,False,RandomForest,0.641,0.478,0.633
2,2,LINCS,False,RandomForest,0.692,0.501,0.505
3,3,LINCS,False,RandomForest,0.786,0.519,0.553
4,4,LINCS,False,RandomForest,0.701,0.5,0.634
5,5,LINCS,False,RandomForest,0.718,0.519,0.623
6,6,LINCS,False,RandomForest,0.812,0.495,0.69
7,7,LINCS,False,RandomForest,0.786,0.522,0.579
8,8,LINCS,False,RandomForest,0.761,0.489,0.536
9,9,LINCS,False,RandomForest,0.786,0.537,0.714
10,10,LINCS,False,RandomForest,0.761,0.569,0.553
11,11,LINCS,False,RandomForest,0.726,0.537,0.627
12,12,LINCS,False,RandomForest,0.735,0.488,0.491
13,13,LINCS,False,RandomForest,0.769,0.489,0.586
14,14,LINCS,False,RandomForest,0.761,0.512,0.508
15,15,LINCS,False,RandomForest,0.726,0.5,0.632
16,16,LINCS,False,RandomForest,0.65,0.515,0.52
17,17,LINCS,False,RandomForest,0.761,0.549,0.695
18,18,LINCS,False,RandomForest,0.812,0.517,0.63
19,19,LINCS,False,RandomForest,0.744,0.522,0.575
20,20,LINCS,False,RandomForest,0.675,0.473,0.455
21,21,LINCS,False,RandomForest,0.709,0.488,0.637
22,22,LINCS,False,RandomForest,0.795,0.5,0.604
23,23,LINCS,False,RandomForest,0.709,0.494,0.601
24,24,LINCS,False,RandomForest,0.761,0.498,0.457
25,25,LINCS,False,RandomForest,0.709,0.514,0.657
26,26,LINCS,False,RandomForest,0.752,0.507,0.588
27,27,LINCS,False,RandomForest,0.778,0.519,0.641
28,28,LINCS,False,RandomForest,0.684,0.499,0.56
29,29,LINCS,False,RandomForest,0.744,0.522,0.613
30,30,LINCS,False,RandomForest,0.769,0.518,0.75
31,31,LINCS,False,RandomForest,0.735,0.555,0.604
32,32,LINCS,False,RandomForest,0.718,0.515,0.59
33,33,LINCS,False,RandomForest,0.701,0.57,0.571
34,34,LINCS,False,RandomForest,0.744,0.492,0.649
35,35,LINCS,False,RandomForest,0.658,0.494,0.574
36,36,LINCS,False,RandomForest,0.769,0.504,0.644
37,37,LINCS,False,RandomForest,0.726,0.539,0.673
38,38,LINCS,False,RandomForest,0.778,0.5,0.668
39,39,LINCS,False,RandomForest,0.752,0.496,0.567
40,40,LINCS,False,RandomForest,0.735,0.512,0.562
41,41,LINCS,False,RandomForest,0.761,0.555,0.647
42,42,LINCS,False,RandomForest,0.701,0.497,0.668
43,43,LINCS,False,RandomForest,0.701,0.535,0.581
44,44,LINCS,False,RandomForest,0.718,0.515,0.587
45,45,LINCS,False,RandomForest,0.701,0.502,0.529
46,46,LINCS,False,RandomForest,0.795,0.5,0.618
47,47,LINCS,False,RandomForest,0.709,0.5,0.586
48,48,LINCS,False,RandomForest,0.752,0.512,0.633
49,49,LINCS,False,RandomForest,0.778,0.567,0.645
50,50,LINCS,False,RandomForest,0.803,0.5,0.586
51,51,LINCS,False,RandomForest,0.744,0.494,0.557
52,52,LINCS,False,RandomForest,0.761,0.517,0.645
53,53,LINCS,False,RandomForest,0.769,0.5,0.52
54,54,LINCS,False,RandomForest,0.684,0.513,0.65
55,55,LINCS,False,RandomForest,0.675,0.501,0.425
56,56,LINCS,False,RandomForest,0.778,0.541,0.606
57,57,LINCS,False,RandomForest,0.795,0.531,0.527
58,58,LINCS,False,RandomForest,0.675,0.495,0.647
59,59,LINCS,False,RandomForest,0.744,0.494,0.6
60,60,LINCS,False,RandomForest,0.761,0.5,0.694
61,61,LINCS,False,RandomForest,0.769,0.534,0.589
62,62,LINCS,False,RandomForest,0.692,0.5,0.701
63,63,LINCS,False,RandomForest,0.769,0.549,0.592
64,64,LINCS,False,RandomForest,0.718,0.514,0.607
