Run_ID,Response
HUG1N_STOMACH,0
HUH1_LIVER,0
HUH6_LIVER,1
HUPT3_PANCREAS,0
HUPT4_PANCREAS,1
IGR1_SKIN,1
IGR37_SKIN,0
IGR39_SKIN,0
IGROV1_OVARY,0
IM95_STOMACH,1
IPC298_SKIN,0
JHH1_LIVER,0
JHH2_LIVER,0
JHH4_LIVER,0
JHH5_LIVER,0
JHH6_LIVER,0
JHOC5_OVARY,0
JHOS2_OVARY,0
JIMT1_BREAST,0
K029AX_SKIN,0
KE39_STOMACH,0
KM12_LARGE_INTESTINE,1
KMRC1_KIDNEY,0
KMRC2_KIDNEY,0
KMRC20_KIDNEY,0
KMRC3_KIDNEY,0
KNS62_LUNG,0
KP2_PANCREAS,0
KP4_PANCREAS,1
KPL1_BREAST,0
KYSE140_OESOPHAGUS,0
KYSE150_OESOPHAGUS,0
KYSE180_OESOPHAGUS,0
KYSE30_OESOPHAGUS,0
KYSE410_OESOPHAGUS,0
KYSE450_OESOPHAGUS,0
KYSE510_OESOPHAGUS,0
KYSE520_OESOPHAGUS,0
KYSE70_OESOPHAGUS,0
L33_PANCREAS,0
LI7_LIVER,0
LK2_LUNG,0
LMSU_STOMACH,0
LOUNH91_LUNG,0
LOVO_LARGE_INTESTINE,1
LOXIMVI_SKIN,0
LS1034_LARGE_INTESTINE,0
LS123_LARGE_INTESTINE,0
LS180_LARGE_INTESTINE,0
LS411N_LARGE_INTESTINE,0
LS513_LARGE_INTESTINE,1
LUDLU1_LUNG,0
LXF289_LUNG,0
MALME3M_SKIN,0
MCAS_OVARY,0
MCF7_BREAST,1
MDAMB157_BREAST,0
MDAMB231_BREAST,0
MDAMB361_BREAST,0
MDAMB435S_SKIN,0
MDAMB453_BREAST,0
MDAMB468_BREAST,1
MDST8_LARGE_INTESTINE,0
MELHO_SKIN,0
MELJUSO_SKIN,0
MEWO_SKIN,0
MIAPACA2_PANCREAS,1
MKN1_STOMACH,0
MKN45_STOMACH,0
MKN7_STOMACH,0
MKN74_STOMACH,0
MORCPR_LUNG,0
NCCSTCK140_STOMACH,1
NUGC3_STOMACH,0
NUGC4_STOMACH,1
OAW28_OVARY,0
OAW42_OVARY,0
OC314_OVARY,0
OE19_OESOPHAGUS,0
OE21_OESOPHAGUS,1
OE33_OESOPHAGUS,0
ONCODG1_OVARY,0
OSRC2_KIDNEY,0
OUMS23_LARGE_INTESTINE,0
OV56_OVARY,0
OV7_OVARY,0
OV90_OVARY,0
OVCAR4_OVARY,0
OVCAR8_OVARY,0
OVISE_OVARY,0
OVK18_OVARY,0
OVSAHO_OVARY,0
OVTOKO_OVARY,0
PANC0203_PANCREAS,0
PANC0327_PANCREAS,0
PANC0403_PANCREAS,0
PANC0504_PANCREAS,0
PANC0813_PANCREAS,1
PANC1005_PANCREAS,0
PATU8902_PANCREAS,0
PATU8988S_PANCREAS,1
PATU8988T_PANCREAS,0
PC14_LUNG,1
PECAPJ15_UPPER_AERODIGESTIVE_TRACT,0
PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT,0
PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT,0
PECAPJ49_UPPER_AERODIGESTIVE_TRACT,0
PK1_PANCREAS,0
PK45H_PANCREAS,0
PK59_PANCREAS,0
PLCPRF5_LIVER,0
PSN1_PANCREAS,0
QGP1_PANCREAS,1
RCC10RGB_KIDNEY,0
RCM1_LARGE_INTESTINE,0
RERFLCAD1_LUNG,0
RERFLCAD2_LUNG,0
RERFLCAI_LUNG,0
RERFLCMS_LUNG,1
RKO_LARGE_INTESTINE,1
RMGI_OVARY,1
RVH421_SKIN,0
SCC25_UPPER_AERODIGESTIVE_TRACT,1
SCC9_UPPER_AERODIGESTIVE_TRACT,0
SH10TC_STOMACH,0
SH4_SKIN,1
SKBR3_BREAST,0
SKCO1_LARGE_INTESTINE,1
SKHEP1_LIVER,0
SKLU1_LUNG,0
SKMEL1_SKIN,0
SKMEL28_SKIN,0
SKMEL3_SKIN,0
SKMEL30_SKIN,0
SKMEL31_SKIN,0
SKMEL5_SKIN,0
SKOV3_OVARY,0
SNU1_STOMACH,1
SNU1033_LARGE_INTESTINE,0
SNU1041_UPPER_AERODIGESTIVE_TRACT,0
SNU1066_UPPER_AERODIGESTIVE_TRACT,0
SNU1076_UPPER_AERODIGESTIVE_TRACT,0
SNU119_OVARY,0
SNU1214_UPPER_AERODIGESTIVE_TRACT,1
SNU1272_KIDNEY,0
SNU16_STOMACH,1
SNU175_LARGE_INTESTINE,1
SNU182_LIVER,1
SNU213_PANCREAS,1
SNU216_STOMACH,0
SNU387_LIVER,0
SNU398_LIVER,0
SNU407_LARGE_INTESTINE,1
SNU410_PANCREAS,0
SNU423_LIVER,0
SNU449_LIVER,0
SNU46_UPPER_AERODIGESTIVE_TRACT,0
SNU475_LIVER,0
SNU5_STOMACH,1
SNU503_LARGE_INTESTINE,0
SNU601_STOMACH,0
SNU61_LARGE_INTESTINE,0
SNU620_STOMACH,1
SNU668_STOMACH,0
SNU719_STOMACH,0
SNU761_LIVER,0
SNU8_OVARY,0
SNU840_OVARY,0
SNU878_LIVER,0
SNU886_LIVER,0
SNU899_UPPER_AERODIGESTIVE_TRACT,0
SNUC1_LARGE_INTESTINE,1
SNUC2A_LARGE_INTESTINE,1
SNUC4_LARGE_INTESTINE,0
SNUC5_LARGE_INTESTINE,0
SQ1_LUNG,0
SU8686_PANCREAS,1
SUIT2_PANCREAS,0
SW1417_LARGE_INTESTINE,0
SW1573_LUNG,0
SW1990_PANCREAS,0
SW48_LARGE_INTESTINE,1
SW620_LARGE_INTESTINE,0
SW948_LARGE_INTESTINE,0
T47D_BREAST,0
T84_LARGE_INTESTINE,1
TCCPAN2_PANCREAS,1
TE1_OESOPHAGUS,0
TE10_OESOPHAGUS,0
TE11_OESOPHAGUS,0
TE14_OESOPHAGUS,0
TE15_OESOPHAGUS,0
TE4_OESOPHAGUS,0
TE5_OESOPHAGUS,0
TE6_OESOPHAGUS,1
TE8_OESOPHAGUS,1
TE9_OESOPHAGUS,0
TOV112D_OVARY,0
TOV21G_OVARY,0
TUHR10TKB_KIDNEY,0
TUHR14TKB_KIDNEY,0
TUHR4TKB_KIDNEY,0
UACC257_SKIN,0
UACC62_SKIN,0
UO31_KIDNEY,0
VMRCRCW_KIDNEY,0
VMRCRCZ_KIDNEY,0
WM115_SKIN,0
WM1799_SKIN,0
WM2664_SKIN,0
WM793_SKIN,0
WM88_SKIN,0
WM983B_SKIN,0
YAPC_PANCREAS,0
YD10B_UPPER_AERODIGESTIVE_TRACT,1
YD15_SALIVARY_GLAND,1
YD38_UPPER_AERODIGESTIVE_TRACT,0
YD8_UPPER_AERODIGESTIVE_TRACT,0
ZR751_BREAST,0
ZR7530_BREAST,0
NCIH1395_LUNG,0
NCIH1666_LUNG,1
NCIH1755_LUNG,0
NCIH1975_LUNG,1
NCIH2087_LUNG,1
NCIH2122_LUNG,0
NCIH23_LUNG,1
NCIH358_LUNG,1
NCIH441_LUNG,0
NCIH508_LARGE_INTESTINE,0
NCIN87_STOMACH,1
NCIH226_LUNG,1
NCIH322_LUNG,0
NCIH520_LUNG,0
NCIH522_LUNG,0
NCIH647_LUNG,0
NCIH650_LUNG,0
NCIH716_LARGE_INTESTINE,1
NCIH747_LARGE_INTESTINE,0
NCIH838_LUNG,0
NCIH1355_LUNG,0
NCIH1373_LUNG,0
NCIH1385_LUNG,0
NCIH1435_LUNG,1
NCIH1563_LUNG,0
NCIH1568_LUNG,0
NCIH1573_LUNG,0
NCIH1623_LUNG,0
NCIH1650_LUNG,0
NCIH1703_LUNG,0
NCIH1734_LUNG,1
NCIH1792_LUNG,0
NCIH1793_LUNG,0
NCIH1838_LUNG,0
NCIH1869_LUNG,0
NCIH1944_LUNG,0
NCIH2009_LUNG,1
NCIH2023_LUNG,0
NCIH2030_LUNG,0
NCIH2085_LUNG,1
NCIH2126_LUNG,0
NCIH2170_LUNG,0
NCIH2228_LUNG,1
NCIH2291_LUNG,0
NCIH2342_LUNG,0
NCIH2405_LUNG,1
